"adult","backdrop_path","genre_ids","id","original_language","original_title","overview","popularity","poster_path","release_date","title","video","vote_average","vote_count"
"False","/bYy2C2cNuscZ12hLBqrRTVGuati.jpg","[36, 18, 10770]","15044","en","Einstein and Eddington","A look at the evolution of Albert Einstein's theory of relativity, and Einstein's relationship with British scientist Sir Arthur Eddington, the first physicist to understand his ideas.","6.607","/xfjONUpoEakb14m0dRK3Xqc69Xy.jpg","2008-11-29","Einstein and Eddington","False","7","101"
"False","/1Aw7WCRrjL1Gh6FHnNn25SrvGMs.jpg","[80, 18]","1807","en","Elephant","Several ordinary high school students go through their daily routine as two others prepare for something more malevolent.","22.32","/1a4VU9z2hxEvugHMK7VsobB9xTX.jpg","2003-09-20","Elephant","False","7.1","1460"
"False","/kMe4TKMDNXTKptQPAdOF0oZHq3V.jpg","[9648, 80, 12]","497582","en","Enola Holmes","While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord.","17.835","/riYInlsq2kf1AWoGm80JQW5dLKp.jpg","2020-09-23","Enola Holmes","False","7.3","4398"
"False","/qzvntzcKwdp1GqOpJ8dc0FiSOPu.jpg","[35, 18, 10749]","209263","en","Enough Said","Eva is a divorced soon-to-be empty-nester wondering about her next act. Then she meets Marianne, the embodiment of her perfect self. Armed with a restored outlook on being middle-aged and single, Eva decides to take a chance on her new love interest Albert — a sweet, funny and like-minded man. But things get complicated when Eva discovers that Albert is in fact the dreaded ex–husband of Marianne...","9.391","/p5naJg0K8xF0h0HWEfiz6rc9lC4.jpg","2013-09-18","Enough Said","False","6.7","659"
"False","/1lx6TewxaaghQqWflW7pNDztiHs.jpg","[18]","8841","fr","Entre les murs","Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.","7.876","/gtHBnBKKxWiVPLF9bowOAcTwxCw.jpg","2008-09-24","The Class","False","6.9","512"
"False","/jb2i8OdcWP2gIF6dgtCA5JP7zC2.jpg","[18, 10749]","72660","pt","Eu Não Quero Voltar Sozinho","The arrival of a new student in school changes Leonardo's life. This 15 year-old blind teenager has to deal with the jealousy of his friend Giovana while figuring out the new feelings he's having towards his new friend, Gabriel.","5.676","/c0dVfg5wwiYzlYl9QsmrtWiwM6d.jpg","2010-07-18","I Don't Want to Go Back Alone","False","7.8","197"
"False","/6Jy5KuVULJg45vaBH7HEOdTYPVf.jpg","[16, 878, 18]","234284","ja","イヴの時間 劇場版","In the not-too-distant future, androids have come into common usage. However, treating androids on the same level as humans is frowned upon, and there is constant paranoia surrounding the possibility of robots defying humans, their masters. Those who appear too trustworthy of their androids are chided and labeled as ""android-holics"". Rikuo Sakisaka, who has taken robots for granted for his entire life, one day discovers that Sammy, his home android, has been acting independently and coming and going on her own. He finds a strange phrase recorded in her activity log, ""Are you enjoying the time of EVE?"". He, along with his friend Masakazu Masaki, traces Sammy's movements and finds an unusual café. Nagi, the barista, informs them that the café's main rule is to not discriminate between humans and androids. While Rikuo tries to reveal Sammy's intentions, he begins to question the legitimacy of the fear that drives humans to regard androids as nothing more than mere tools.","17.885","/kr5WBI8XF266hVNu9nT2wQwPg0J.jpg","2010-03-06","Time of EVE: The Movie","False","7.2","106"
"False","/cTkyhXvG3Ml0CtuQhNpaAiqzcq9.jpg","[53, 80, 9648, 18]","4193","en","Evil Under the Sun","Trying to find how a millionaire wound up with a phony diamond brings Hercule Poirot to an exclusive island resort frequented by the rich and famous. When a murder is committed, everyone has an alibi.","10.923","/iiufivrnbG0i3gvjMtJeqjbbyHn.jpg","1982-03-05","Evil Under the Sun","False","6.9","308"
"False","/AklO85uUDAL3O7iSOtFGfqT3w8n.jpg","[18, 53, 9648]","345","en","Eyes Wide Shut","After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.","21.542","/a0YOhU3zq0RkOYrVlPXCeE1oFkR.jpg","1999-07-16","Eyes Wide Shut","False","7.5","4767"
"False","/b5BLqJ6pqMtziBQFd89StwvE7D8.jpg","[18]","458737","en","First Reformed","A pastor of a small church in upstate New York starts to spiral out of control after a soul-shaking encounter with an unstable environmental activist and his pregnant wife.","13.302","/p2UylV0hPefEuWPFMo1r56vu2nb.jpg","2018-05-18","First Reformed","False","7","1071"
"False","/fydUcbkqLyESCFa9U5XKqi8dIVj.jpg","[16, 10751, 12, 14]","109445","en","Frozen","Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.","115.657","/kgwjIb2JDHRhNk13lmSxiClFjVk.jpg","2013-11-20","Frozen","False","7.3","14228"
"False","/cDOv649oRCxLxsrMtboqSFOb6aB.jpg","[878, 28]","315837","en","Ghost in the Shell","In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.","39.698","/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg","2017-03-29","Ghost in the Shell","False","6","7027"
"False","/mkyqVN51VswajggvNllSDnVf1Cj.jpg","[18, 9648, 53]","5279","en","Gosford Park","In 1930’s England, a group of pretentious rich and famous gather together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect.","9.7","/i8rcl2CLdbSX37HKCThVmSgXOxq.jpg","2001-11-07","Gosford Park","False","6.9","847"
"False","/a2n6bKD7qhCPCAEALgsAhWOAQcc.jpg","[878, 53, 18]","49047","en","Gravity","Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.","20.208","/wmUeEacsFZzDndaeOtNNmy26rYJ.jpg","2013-10-03","Gravity","False","7.2","13327"
"False","/uWVkEo9PWHu9algZsiLPi6sRU64.jpg","[36, 18]","556574","en","Hamilton","Presenting the tale of American founding father Alexander Hamilton, this filmed version of the original Broadway smash hit is the story of America then, told by America now.","15.205","/h1B7tW0t399VDjAcWJh8m87469b.jpg","2020-07-03","Hamilton","False","8.3","956"
"False","/pL4EBT2Rm1EuTgyqiMM48elmhfY.jpg","[35, 14]","11787","en","Harvey","The story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.","7.943","/dgd82hYmpiXDM1G867HqNaWe8wj.jpg","1950-12-04","Harvey","False","7.7","459"
"False","/sPPsR9f4K0movWVQ99u4uMqFzEL.jpg","[10749, 878, 18]","152601","en","Her","In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.","27.918","/yk4J4aewWYNiBhD49WD7UaBBn37.jpg","2013-12-18","Her","False","7.9","12090"
"False","/bo5VJbds3oeMoj19GFnzBoUgjJS.jpg","[878, 18, 9648, 53]","376865","en","High Life","A father and his daughter struggle to survive in deep space where they live in isolation.","9.76","/wElOvH7H6sLElsTOLu1MY6oWRUx.jpg","2018-09-26","High Life","False","5.8","840"
"False","/wMDg5cm1xIieCTINQo6drZWIy8n.jpg","[18, 10749]","237791","pt","Hoje Eu Quero Voltar Sozinho","Leonardo is a blind teenager dealing with an overprotective mother while trying to live a more independent life. To the disappointment of his best friend, Giovana, he plans to go on an exchange program abroad. When Gabriel, a new student in town, arrives at their classroom, new feelings blossom in Leonardo making him question his plans.","8.998","/2BhhlAYwKvONGW7tr16ZhnD0sym.jpg","2014-03-28","The Way He Looks","False","8","823"
"False","/5EQUQ6nqjgfGowfho31TlF0EAiY.jpg","[18, 14]","103328","fr","Holy Motors","We follow 24 hours in the life of a being moving from life to life like a cold and solitary assassin moving from hit to hit. In each of these interwoven lives, the being possesses an entirely distinct identity: sometimes a man, sometimes a woman, sometimes youthful, sometimes old. By turns murderer, beggar, company chairman, monstrous creature, worker, family man.","8.116","/vr5ln88VCliaEiMufIqsXIVyBIB.jpg","2012-07-02","Holy Motors","False","7.1","896"
"False","/ljEdpkceJ9b3TEcTVQISS0Goft0.jpg","[18, 36, 10752]","205","en","Hotel Rwanda","Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.","12.91","/p3pHw85UMZPegfMZBA6dZ06yarm.jpg","2004-03-04","Hotel Rwanda","False","7.7","2290"
"False","/v529QdjxwGKmJycQWnJj6qGSpta.jpg","[14, 12, 16, 10751]","10191","en","How to Train Your Dragon","As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.","69.36","/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg","2010-03-18","How to Train Your Dragon","False","7.8","10909"
"False","/xmCHgEPE4XH5Swnc2te2covuU5D.jpg","[35, 18]","9685","en","Igby Goes Down","Igby Slocumb, a rebellious and sarcastic 17-year-old boy, is at war with the stifling world of old money privilege he was born into. With a schizophrenic father, a self-absorbed, distant mother, and a shark-like young Republican big brother, Igby figures there must be a better life out there -- and sets about finding it.","7.562","/f53JBgzYESamcYT3LkUeeoSXPgi.jpg","2002-09-13","Igby Goes Down","False","6.6","225"
"False","/88atstNUnf3AHnnCn4DW2rNJnfW.jpg","[35, 18, 80]","8321","en","In Bruges","Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.","13.736","/jMiBBqk72VRo1Y39x2ZbbenEU3a.jpg","2008-02-08","In Bruges","False","7.5","4009"
"False","/gGBE24xD5NdMqvkJJEzP04jtFG9.jpg","[18]","454286","en","God's Not Dead: A Light in Darkness","Pastor Dave  responds to the unimaginable tragedy of having his church, located on the grounds of the local university, burned down.","62.469","/1MwoZ4U8SGm7yIzfPFcTTbiiOYY.jpg","2018-03-30","God's Not Dead: A Light in Darkness","False","7","149"
"False","/zwC3N0QQC2OCPDz2UWKNoq5vXm7.jpg","[18, 9648, 35]","171274","en","Inherent Vice","In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.","16.105","/7XhdTcivvkNcdAXrEijgh0Eoabb.jpg","2014-12-12","Inherent Vice","False","6.6","2091"
"False","/mvyERNa0oNsBjbHqn5qSGMHk2FM.jpg","[12, 18]","5915","en","Into the Wild","After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.","16.179","/2MSGZEE6XZd2r4ODNziwAw7Hpw0.jpg","2007-09-11","Into the Wild","False","7.8","8253"
"False","/h81gVvHitMCp5ZmLyFUjHX4zjd6.jpg","[18, 10752]","31442","ru","Иваново детство","In WW2, twelve year old Soviet orphan Ivan Bondarev works for the Soviet army as a scout behind the German lines and strikes a friendship with three sympathetic Soviet officers.","11.947","/vmRWSLP1DE9WTta0hfzIafJ0dID.jpg","1962-05-09","Ivan's Childhood","False","7.9","502"
"False","/6xB23vOk2EpYDK2CSIen1RAlxYV.jpg","[10402, 36, 18]","12545","en","Jesus Christ Superstar","Oscar-nominated film adaptation of the rock opera of the same name, based on the last weeks before the crucifixion of Jesus. The film was directed by Norman Jewison. Ted Neeley and Carl Anderson were nominated for two 1974 Golden Globe Award for their portrayals of Jesus and Judas, respectively.","11.649","/2NQgIjHxYyMJZWeUFH5cuKhN4nh.jpg","1973-08-15","Jesus Christ Superstar","False","7.1","454"
"False","/cXQH2u7wUIX1eoIdEj51kHXoWhX.jpg","[35, 80]","100","en","Lock, Stock and Two Smoking Barrels","A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.","8.775","/8kSerJrhrJWKLk1LViesGcnrUPE.jpg","1998-08-28","Lock, Stock and Two Smoking Barrels","False","8.2","5419"
"False","/4HWAQu28e2yaWrtupFPGFkdNU7V.jpg","[35, 80, 9648]","546554","en","Knives Out","When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.","47.242","/pThyQovXQrw2m0s9x82twj48Jq4.jpg","2019-11-27","Knives Out","False","7.9","8794"
"False","/zPbu0CFnAT2kYfbGWjgZBTajmzi.jpg","[35, 18]","439","it","La dolce vita","Journalist and man-about-town Marcello struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.","10.644","/xgqVtaGbITWeIYR3mkYo39bRd36.jpg","1960-02-05","La Dolce Vita","False","8.2","1463"
"False","/yGgEg4yimYQJLZrZg3Qhogp2raQ.jpg","[10751, 16, 10749]","10340","en","Lady and the Tramp","Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.","61.73","/r9FiDSdBwNHdRwN0NMRrqfEHJGO.jpg","1955-06-22","Lady and the Tramp","False","7.1","4419"
"False","/xufyVK4t55YkmroxEdVdRrBT3pR.jpg","[18]","60141","pt","Lavoura Arcaica","The story of André, the rebel runaway son from a dominant Lebanese-Brazilian family who returns to the nest after a few years. ""Lavoura Arcaica"" deals with melodramatic themes of tyrannical fathers, incest and fierce family conflicts, matched by an overheated and intense visual style.","1.432","/fP3xmB7FqCdhepHRQhoPqaGK4j2.jpg","2001-10-29","To the Left of the Father","False","7.2","29"
"False","/obtBUwnhRO8qcjCSB9iGvN9CCWz.jpg","[35, 16]","75491","fr","Le Chat du rabbin","The story of a rabbi and his talking cat, a sharp-tongued feline philosopher brimming with scathing humor and a less than pure love for the rabbi's teenage daughter.","5.904","/pcjwhq6hF3z2Wir0ZcKHTxmtRsH.jpg","2011-05-31","The Rabbi's Cat","False","6.9","144"
"False","/1qDDU5kQUG3NwahbrUIXJcW36wu.jpg","[18]","443463","en","Leave No Trace","A father and daughter live a perfect but mysterious existence in Forest Park, a beautiful nature reserve near Portland, Oregon, rarely making contact with the world. But when a small mistake tips them off to authorities, they are sent on an increasingly erratic journey in search of a place to call their own.","12.945","/w69iId8e80xBpyF0r2rfZoqRwQj.jpg","2018-06-29","Leave No Trace","False","6.7","931"
"False","/hB4ibOHXm1Xl0IbuYVioktDGUWJ.jpg","[18, 35]","718032","en","Licorice Pizza","The story of Alana Kane and Gary Valentine growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.","36.506","/jD98aUKHQZNAmrk0wQQ9wmNQPnP.jpg","2021-11-26","Licorice Pizza","False","7.1","1018"
"False","/lHAYacdv2ldnr9GZO5hymTK5rFc.jpg","[18, 10749, 35]","1440","en","Little Children","The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.","14.156","/so9xla7b7WfFiarDwOukhQpRuyd.jpg","2006-10-06","Little Children","False","7.1","737"
"False","/sOJqNAx4RFrCRn8HS99LEc8aenI.jpg","[18, 10749]","331482","en","Little Women","Four sisters come of age in America in the aftermath of the Civil War.","33.27","/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg","2019-12-25","Little Women","False","7.9","4802"
"False","/2oB8vMCMaKEE6HYZFL2yR0CEOBh.jpg","[28, 878]","240832","en","Lucy","A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","55.751","/kRbpUTRNm6QbLQFPFWUcNC4czEm.jpg","2014-07-25","Lucy","False","6.4","14060"
"False","/7XmDhCTkce5GH8KCdbMoTZdxn1p.jpg","[18]","1913","es","Mar adentro","The Sea Inside is about Spaniard Ramón Sampedro, who fought a 30-year campaign to win the right to end his life with dignity. It is the story of Ramón’s relationships with two women: Julia a lawyer who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living.","11.927","/mQW1JJKCUg02cmWBzr9JFu9vM1V.jpg","2004-09-03","The Sea Inside","False","7.6","716"
"False","/wmFxKM6qXa3ByXHgbKkcC12QUZq.jpg","[18]","44754","en","Margaret","A young woman witnesses a bus accident, and is caught up in the aftermath, where the question of whether or not it was intentional affects many people's lives.","7.904","/zqBao8uRH6TQAJd13tqC22vPB76.jpg","2011-09-30","Margaret","False","6.3","230"
"False","/cvYNTHNw63ljSQCRMq2GxdjzoZQ.jpg","[53, 18]","50839","en","Margin Call","A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.","14.463","/pgMIdInSIGw0uSory7yEBFGrvIS.jpg","2011-02-11","Margin Call","False","6.8","1347"
"False","/pW1sEV4R2GL99OoUq73Pvf7r7Ce.jpg","[16, 35, 18]","24238","en","Mary and Max","A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York. In the mid-1970s, a homely, friendless Australian girl of 8 picks a name out of a Manhattan phone book and writes to him; she includes a chocolate bar. He writes back, with chocolate. Thus begins a 20-year correspondence. Will the two ever meet face to face?","9.052","/b4LKlquh0ls5Rgb27QLPlkC7Oya.jpg","2009-02-09","Mary and Max","False","7.9","1529"
"False","/eNI7PtK6DEYgZmHWP9gQNuff8pv.jpg","[878, 28, 12]","624860","en","The Matrix Resurrections","Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.","432.843","/8c4a8kE7PizaGQQnditMmI1xbRp.jpg","2021-12-16","The Matrix Resurrections","False","6.7","3662"
"False","","[28, 80, 53, 10770]","305603","en","Memories of Murder","A woman who had been suffering from amnesia suddenly gets her memory back. However, she finds that she's now married to a man who she doesn't think she really loves, and she keeps having visions of a young woman who she believes is out to kill her--but she can't get anyone to listen.","1.376","","1990-07-31","Memories of Murder","False","5.9","4"
"False","/cpDoykGqISrjXb4SG1L18OkmWAf.jpg","[18]","615643","en","Minari","A Korean-American family moves to Arkansas in search of their own American Dream. With the arrival of their sly, foul-mouthed, but incredibly loving grandmother, the stability of their relationships is challenged even more in this new life in the rugged Ozarks, testing the undeniable resilience of family and what really makes a home.","15.15","/6mPNdmjdbVKPITv3LLCmQoKs9Zw.jpg","2021-02-12","Minari","False","7.4","1096"
"False","/bsYv9IFIGfpAV0oUbe7YTiyxhox.jpg","[35, 18, 10749]","83666","en","Moonrise Kingdom","Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.","14.719","/y4SXcbNl6CEF2t36icuzuBioj7K.jpg","2012-05-16","Moonrise Kingdom","False","7.7","4877"
"False","/zMrk2G3XsnfYKiIp1NEfdtvDyBH.jpg","[12, 14, 18]","337401","en","Mulan","When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.","123.898","/aKx1ARwG55zZ0GpRvU2WrGrCG9o.jpg","2020-09-04","Mulan","False","7","5636"
"False","/oI2quZga94mj7dHlZP4YZJLfQ95.jpg","[35, 18]","25468","en","My Dinner with Andre","Wallace Shawn and Andre Gregory, apparently playing themselves, share their lives over the course of an evening meal at a restaurant.","6.764","/u2KB70Xlzwg920mYWlGb18YIatd.jpg","1981-10-11","My Dinner with Andre","False","7.6","255"
"False","/lTVbcxbXHO2o3T0KFrnnx7QmxIm.jpg","[18, 12]","129670","en","Nebraska","An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.","7.299","/3WdcebeFY1ProN3MxKuaT78CK8w.jpg","2013-09-21","Nebraska","False","7.5","1446"
"False","/g0YNGpmlXsgHfhGnJz3c5uyzZ1B.jpg","[80, 18, 53]","597208","en","Nightmare Alley","An ambitious carnival man with a talent for manipulating people with a few well-chosen words hooks up with a female psychiatrist who is even more dangerous than he is.","305.806","/680klE0dIreQQOyWKFgNnCAJtws.jpg","2021-12-02","Nightmare Alley","False","7","1640"
"False","/563sRDK3rZS31TXCdTY4lfcwrNK.jpg","[18]","581734","en","Nomadland","A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.","23.21","/8Vc5EOUEIF1EUXuX9eLFf7BvN3P.jpg","2020-12-04","Nomadland","False","7.3","2241"
"False","/xEY0MV2jSQBz9iOJfCFvLTiPGMA.jpg","[53, 80]","75656","en","Now You See Me","An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.","58.979","/1eQ3c443YwXz1Xq0FZ24qrJBKyd.jpg","2013-05-29","Now You See Me","False","7.4","13659"
"False","","[18]","32958","pt","O Contador de Histórias","Based on the life of Roberto Carlos Ramos, a Brazilian teacher and storyteller brought up in a state educational institution for poor children.","1.926","/eSXS7pFrnT6zyYJwUQpzRv9RbUU.jpg","2009-08-07","The Story of Me","False","6.5","15"
